Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes)
2003-DK-02,2003-031C,DTUsat 1,Denmark,2003-06-30,DTUsat (DTUsat-1) was built by students at the Technical University of Denmark and as such provided a platform for hands-on teaching of space technology and systems engineering. The student satellite’s primary mission was to test an electrodynamic tether to be used as a tool for space debris mitigation. The tether would reduce the deorbiting time. Secondary payloads were a camera and the successful sun sensor based on micro-electro-mechanical systems (MEMS). The sensor has now flown on six missions. Contact was never established with DTUsat-1.,in orbit,/osoindex/data/documents/dk/st/stsgser.e785.html,T,------,,Mentioned by Russian Federation in ST/SG/SER.E/436. Date when DTUsat no longer functional in ST/SG/SER.E/785. ,http://dtusat.dtu.dk/,,,,,,
2003-DK-01,2003-031G,,Denmark,2003-06-30,Student satellite demonstrator. The mission itself was the demonstrator. AAU CUBESAT was on the very first student CubeSat launch. AAU CUBESAT was designed and built within a two-year time frame.,in orbit,/osoindex/data/documents/dk/st/stsgser.e785.html,T,------,,Mentioned by Russian Federation in ST/SG/SER.E/436. Date when AAU CUBESAT no longer functional in ST/SG/SER.E/785. ,http://www.cubesat.auc.dk/,,,,,,
3150,2003-029A,MOLNIYA 3-53,Russian Federation,2003-06-20,Completion of orbital constellation of Russia's Unified Satellite Communications System.,decayed,/osoindex/data/documents/ru/st/stsgser.e436.html,T,------,2013-06-15,Date of launch is 19/06/2003 using GMT.,,,,,,,
3149,2003-025A,,Russian Federation,2003-06-08,Delivery to the International Space Station of consumables and various cargoes,deorbited,/osoindex/data/documents/ru/st/stsgser.e436.html,T,------,2003-10-03,------,,,,,,,
3148,2003-023A,,Russian Federation,2003-06-04,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e436.html,T,------,,------,,,,,,,
2005/57,2003-021A,BEI DOU,China,2003-05-24,Navigation test satellite,in GSO,/osoindex/data/documents/cn/st/stsgser.e475.html,T,+80 degrees East,,------,,,,,,,
3147,2003-016A,,Russian Federation,2003-04-26,Delivery to the International Space Station of a crew consisting of the Russian pilot astronaut Yuri Malenchenko and the astronaut Edward Lu (United States of America),recovered,/osoindex/data/documents/ru/st/stsgser.e436.html,T,------,2003-10-28,------,,,,,,,
3146,2003-015A,,Russian Federation,2003-04-24,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in GSO,/osoindex/data/documents/ru/st/stsgser.e436.html,T,unknown,,------,,,,,,,
2003/19,2003-014A,,China,2003-04-12,Fixed-satellite telecommunications and broadcasting services with an expected operational lifespan of 15 years.,in GSO,/osoindex/data/documents/cn/st/stsgser.e427.html,T,+122 degrees East,,Date of launch is 12/03/2003 using GMT,http://www.asiasat.com/eng/02_satellites/system_04.html,,,35799.2,35773.6,4.23,1436.09
3145,2003-011A,MOLNIYA 1-92,Russian Federation,2003-04-02,Completion of orbital constellation of Russia's Unified Satellite Communications System,decayed,/osoindex/data/documents/ru/st/stsgser.e436.html,T,------,2013-05-16,------,,,,,,,
3144,2003-006A,,Russian Federation,2003-02-02,Delivery to the International Space Station of consumables and miscellaneous cargo.,deorbited,/osoindex/data/documents/ru/st/stsgser.e431.html,T,------,2003-08-28,------,,,,,,,
2005/56,2002-061A,,China,2002-12-29,Unmanned experimental spacecraft,recovered,/osoindex/data/documents/cn/st/stsgser.e475.html,T,------,2003-01-05,------,,,,,,,
3143,2002-060C,,Russian Federation,2002-12-25,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e423.html,T,------,,Russian Federation's global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
3142,2002-060B,,Russian Federation,2002-12-25,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e423.html,T,------,,Russian Federation's global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
3141,2002-060A,,Russian Federation,2002-12-25,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e423.html,T,------,,Russian Federation's global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
3140,2002-059A,,Russian Federation,2002-12-24,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e423.html,T,,2013-12-21,------,,,,,,,
D-R026,2002-058A,,Germany,2002-12-20,Technology experiments and data transfer via the Orbcomm system,in orbit,/osoindex/data/documents/de/st/stsgser.e456.html,T,------,,Mentioned by the Russian Federation in ST/SG/SER.E/423,http://www.ohb-system.de/Satellites/Missions/rubin.html,,,,,,
3139,2002-054B,,Russian Federation,2002-11-28,Intended for educational purposes and amateur radio communications,in orbit,/osoindex/data/documents/ru/st/stsgser.e423.html,T,------,,------,,,,,,,
3138,2002-050A,,Russian Federation,2002-10-30,Scheduled replacement of the Soyuz TM-34 rescue vehicle by Soyuz TMA- 1. Delivery to the International Space Station of a visiting expedition consisting of Russian pilot astronauts Sergei Zaletin and Yury Lonchakov and European Space Agency astronaut Fran,recovered,/osoindex/data/documents/ru/st/stsgser.e422.html,T,------,2003-05-04,------,,,,,,,
2002/18,2002-049A,,China,2002-10-27,Remote sensing,decayed,/osoindex/data/documents/cn/st/stsgser.e420.html,T,------,2015-01-22,------,,,,,,,
3137,2002-046A,,Russian Federation,2002-09-26,The space object is intended for tracking Russian Federation shipping at all points on the Pacific Ocean and for assignments as part of the COSPAS- SARSAT international satellite system for search and rescue.,in orbit,/osoindex/data/documents/ru/st/stsgser.e422.html,T,------,,------,,,,,,,
3136,2002-045A,,Russian Federation,2002-09-25,Delivery to the International Space Station of consumables and miscellaneous cargo.,deorbited,/osoindex/data/documents/ru/st/stsgser.e422.html,T,------,2003-02-01,------,,,,,,,
ROLEU.ESP 007,2002-044A,,Spain,2002-09-18,Telecommunications service,in disposal/graveyard orbit,/osoindex/data/documents/es/st/stsgser.e531.html,T,-30 degrees East,,State of registry notes that the space object was deorbited on 2022-06-09 in ST/SG/SER.E/533/Add.1.,http://www.hispasat.com/FlotaSat/satHisp1D_plat.htm,,,,,,
3135,2002-037A,,Russian Federation,2002-07-25,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation and for assignments related to national socio- economic development.,in orbit,/osoindex/data/documents/ru/st/stsgser.e419.html,T,------,,------,,,,,,,
3134,2002-036B,,Russian Federation,2002-07-08,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e419.html,T,------,,------,,,,,,,
3133,2002-036A,,Russian Federation,2002-07-08,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation.,in orbit,/osoindex/data/documents/ru/st/stsgser.e419.html,T,------,,------,,,,,,,
3132,2002-033A,,Russian Federation,2002-06-26,Delivery to the International Space Station of consumables and various cargoes,decayed,/osoindex/data/documents/ru/st/stsgser.e416.html,T,------,2002-10-14,------,,,,,,,
3131,2002-029A,,Russian Federation,2002-06-10,"Broadcasting of television and radio programmes, telephone and telegraph communications, transfer of data and other information by digital means to the territory of the European part of the Russian Federation (cont.)",in GSO,/osoindex/data/documents/ru/st/stsgser.e416.html,T,+40 degrees East,,Name amended by State of registry in ST/SG/SER.E/416/Corr.1.,,,,,,,
3130,2002-026A,,Russian Federation,2002-05-28,This space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e416.html,T,------,,------,,,,,,,
2002/17B,2002-024B,,China,2002-05-15,Ocean study,in orbit,/osoindex/data/documents/cn/st/stsgser.e420.html,T,------,,------,,,,,,,
2002/17A,2002-024A,,China,2002-05-15,Meteorological satellite,in orbit,/osoindex/data/documents/cn/st/stsgser.e420.html,T,------,,------,,,,,,,
3129,2002-020A,,Russian Federation,2002-04-25,Delivery to the International Space Station of a crew consisting of the Russian pilot astronaut Yuri Gidzenko and European Space Agency astronauts Roberto Vittori (Italy) and Mark Shuttleworth (South Africa),recovered,/osoindex/data/documents/ru/st/stsgser.e416.html,T,------,2002-11-10,------,,,,,,,
3128,2002-017A,,Russian Federation,2002-04-02,This space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e416.html,T,------,2011-09-14,Date of Launch is 01/04/2002 using GMT.,,,,,,,
2002/16,2002-014A,,China,2002-03-25,Test flight for manned space flight,recovered,/osoindex/data/documents/cn/st/stsgser.e420.html,T,------,2002-04-01,------,http://www.cnsa.gov.cn/main_e.asp,,,,,,
3127,2002-013A,,Russian Federation,2002-03-21,"Delivery of fuel, food and other consumables to the International Space Station",deorbited,/osoindex/data/documents/ru/st/stsgser.e410.html,T,------,2002-06-25,------,http://www.energia.ru/english/energia/iss/iss04/progress-m1-8/,,,,,,
3126,2001-051C,,Russian Federation,2002-03-20,"Research on the radiation belts of the Earth?s magnetosphere above the continents of Europe and Australasia, as part of a scientific education programme for young people in Australia and the Russian Federation",decayed,/osoindex/data/documents/ru/st/stsgser.e410.html,T,------,2002-05-04,Stated Date of Launch is date of deployment from Progress M1-7,http://www.iki.rssi.ru/kollibri/mission1_e.htm,,,,,,
D-R022,2002-012A,,"Germany, USA",2002-03-17,Minisatellite mission to measure the global gravitational field of the Earth; delivery of an actual (updated) model of the gravity field every 30 days; atmospheric-ionospheric sounding,decayed,/osoindex/data/documents/de/st/stsgser.e411.html,T,------,2018-03-10,Registered also by USA in ST/SG/SER.E/412. Mentioned by Russian Federation in ST/SG/SER.E/410,http://www.csr.utexas.edu/grace/,,,,,,
D-R023,2002-012B,,"Germany, USA",2002-03-17,Minisatellite mission to measure the global gravitational field of the Earth; delivery of an actual (updated) model of the gravity field every 30 days; atmospheric-ionospheric sounding,decayed,/osoindex/data/documents/de/st/stsgser.e411.html,T,------,2017-12-24,Registered also by USA in ST/SG/SER.E/412. Mentioned by Russian Federation in ST/SG/SER.E/410,http://www.csr.utexas.edu/grace/,,,,,,
3125,2002-008A,,Russian Federation,2002-02-25,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e410.html,T,------,2002-06-27,------,,,,,,,
3120,2001-058B,,Russian Federation,2001-12-28,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3124,2001-058F,,Russian Federation,2001-12-28,Work on a low-orbit satellite communications system,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3123,2001-058E,,Russian Federation,2001-12-28,Work on a low-orbit satellite communications system,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3122,2001-058D,,Russian Federation,2001-12-28,Work on a low-orbit satellite communications system,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3121,2001-058C,,Russian Federation,2001-12-28,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3119,2001-058A,,Russian Federation,2001-12-28,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,DoL is 28/12/01 using GMT.,,,,,,,
3118,2001-057A,,Russian Federation,2001-12-21,The space object is intended for assignments on behalf of the Ministry of Defence of the Russian Federation,decayed,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,2004-03-20,------,,,,,,,
3115,2001-056A,,Russian Federation,2001-12-10,Hydrometeorology and heliogeophysics; study of the natural resources of the Earth and monitoring of its environment,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,------,http://sputnik.infospace.ru/meteor-3m/engl/meteor.htm,,,,,,
3117,2001-056E,,Russian Federation,2001-12-10,Small space device intended for scientific research into the calibration of optical laser telescopes,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,------,,,,,,,
3116,2001-056B,,Russian Federation,2001-12-10,Small space device intended for the forecasting of earthquakes,in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,------,,,,,,,
SUP002,2001-056C,,Pakistan,2001-12-10,The main scientific goal of the mission is to acquire data on space weather and Earth resources for peaceful purposes.,in orbit,/osoindex/data/documents/pk/st/stsgser.e403.html,T,------,,Mentioned by RF in ST/SG/SER.E/409.,,,,,,,
3114,2001-053C,,Russian Federation,2001-12-01,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,RF global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
3113,2001-053B,,Russian Federation,2001-12-01,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,RF global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
3112,2001-053A,,Russian Federation,2001-12-01,Work on the Global Navigation Satellite System (GLONASS),in orbit,/osoindex/data/documents/ru/st/stsgser.e409.html,T,------,,RF global positioning system.,http://www.rssi.ru/SFCSIC/english.html,,,,,,
